,text,sentiment
3975,hotel kurang nyaman karena lahan parkir tidak ada sempat mati lampu sampai kali pada saat genset dinyalakan seperti tercium bau bahan bakar dikamar ac tidak dingin sehingga harus dipanggil petugas dahulu untuk diperbaiki semoga kedepannya hotel edelweiss bisa lebih baik,negative
3976,kamar sempit fasilitas tidak sesuai yang tertera tidak ada haidariyer setrika makanan terlalu asin tidak variatif nasi masih ada kulit tidak bah kecil kecil semoga bisa lebih baik,negative
3977,tidak sesuai dengan yang di foto kolam renang terlalu mini,negative
3978,kamar mandinya panas kamar sempit sekali,negative
3979,untuk tempat parkir terlalu sempit hanya di sediakan sikat gigi padahal pesan buat orang kita kan harus ke indomaret dulu gimana sih dan untuk ac nya rusak tidak bisa di dinginkan,negative
3980,saat suami saya terbangun jam setengah subuh pintu kamar kami terbuka kami melapor tapi tanggapan mereka sangat lambat bahkan housekeepingnya hanya bilang itu sudah terbuka dari jam malam sampai saat ini pihak hotel tidak dapat menjelaskan mengapa pintu kamar kami bisa terbuka padahal kami sudah double lock untung saja kami juga memakai kunci yang manual yang seperti rantai itu jadi orang luar tidak bisa masuk untuk saya ini sangat mengerikan,negative
3981,fo kurang ramah lambat kamar kecil dan lastafel bocor harga mahal tanpa sarapan,negative
3982,kamarnya bau seperti bangkai binatang,negative
3983,pemasangan dinding kaca pada dinding kamar mandi membuat ruangan kamar menjadi silau dan panas pada pagi hingga sore hari,negative
3984,pertama kali sampai hotelnya bingung dengan parkiran mobil ternyata parkirnya cuma muat mobil saja pas masuk kamar sempit banget jauh dari foto yang dipasang di website terlihat luas untuk kolam renangnya pun tidak standar kecewa deh,negative
3985,kurang begiitu mengenakkan ketika malam malam ac menjadi panas tapi sih langsung dibersihin dan akhirnya dingin kembali makanannya biasa saja,negative
3986,tidak direkomendasikan dengan harga segitu mestinya kamar dan pelayanan baik makanan handuk dan lain lain bisa di tingkatkan,negative
3987,pelayanannya kurang memuaskan pesan capocino panas di kasih dingin terus waiter juga tidak ada yang standby jadi kalau mau pesan harus cari cari waiter dulu pas waktu check in juga pelayanannya kurang memuaskan kurang senyum tapi keseluruhan juga tidak terlalu mengecewakan untuk hotel dengan budenganet segitu terus di tingkatkan lagi terutama pelayanan kepada tamu,negative
3988,chekk in sangat terlambat sekitar jam baru kamar bisa digunakan kemudian wifi sangat lambat,negative
3989,resepsionis tidak ramah tamah kloset sudah tak layak,negative
3990,kamar hotelnya sempit kamar mandinya kotor westafel dan tempat tidur berdekatan suara dari luar kamar terdengar sangat keras tidak kedap suara kolam renang kecil sekali hanya cukup untuk anak kecil orang masakan sarapan seperti sudah dimasak hari sebelamnya terasa habis kalau dari kulkas dingin semua tidak sesuai gambar yang ditampil kan dan tidak sesuai harga sangat mengecewakan,negative
3991,handuknya sudah tidak layak harusnya sudah tidak dipake lagi,negative
3992,kamar kecil gantungan di kamar mandi juga tidak ada,negative
3993,kamarnya terlalu sempit mobil untuk dariop off tamu tidak bisa memutar jadi harus mundur kembali,negative
3994,hotelnya sempit tidak sesuai dengan gambar menyesal kesana,negative
3995,kurang puas saja di sini pertama pihak hotel seolah menganggap tamu sebagai maling saya tahu untuk keamanan tetapi cara salah jadi saya tidak nyaman saja kedua pelayanan bagian check in dan check out lama sekali ketiga makanan kurang enak keempat kamar kurang bersih kelima kolam renang kecil sekali saya pikir bisa dipergunakan untuk dewasa ternyata tidak intinya foto di website tidak sesuai dengan realita this is jadi buruk,negative
3996,tempat parkir mobil terpisah kolam renang sedang di perbaiki tidak di munculkan di website resepsionis seperti tidak welcome,negative
3997,parkir susah pilihan fasilitas kamar minimal,negative
3998,hotel tidak sesuai sama foto yang ditampilkan di website,negative
3999,kamar kecil pas pilih kesana gara gara ada kolam renang tidak taunya kolam lagi ditutup,negative
4000,kolam renangnya mengecewakan membuat kaki saya luka karena lantai kolamnya ada yang terbuka,negative
4001,kamar mandinya kotor resepsionis kurang ramah tidak ada bed tambahan kolam renang sangat kecil parkiran sempit tidak sesuai dengan harga,negative
4002,listrik mati terus bolak balik,negative
4003,kecil banget kamarnya tidak sesuai ekspektasi kolam renangnya juga kecil tidak sesuai dengan harga pokoknya parkiran sempit susah untuk parkir menyesal juga pilih hotel dengan harga segini,negative
4004,kolam renang sedang renovasi jadi tadinya salah satu memilih hotel ini karena fasilitas kolam renang namun tidak bisa digunakan,negative
4005,kamar sempit tidak seperti di foto staf nya galak,negative
4006,tempat tidurnya banyak noda air kamar mandinya kecil pelayanannya kelamaan dan kurang baik pegawainya kurang ramah tempatnya berisik,negative
4007,wifi nya tidak sampai di tingkat,negative
4008,pelayanan kurang ramah dan lama,negative
4009,tempat parkir minimalis mobil harus dititipkan parkir di rri kolam renang yang tidak bisa disebut sebagai kolam untuk berenang karena begitu kecil hanya bisa untuk ukuran anak kebersihan kolam juga minimal ada puntung rokok dan plastik bekas bungkus permen yang mengambang di kolam belum dibersihkan saluran pembuangan toilet yang perlu dicek ulang karena menimbulkan polusi udara seperti bau kentut setiap kamar mandi dibuka,negative
4010,security berani membangunkan konsumen dengan mengetuk pintu kamar padahal konfirmasi sudah dilakukan via wa dan saya sudah jawab tidak jadi menyewa mbl berani ketuk pintu kamar hanya mau menanyakan laundariy tidak saya kaget sj seumur saya menginap dari hotel sd baru hotel ini yang berani ngetuk pintu kamar konsumen hya untuk bertanya perihal laundariy dan masih sangat pagi tempat sarapan pagi sangat kotor makanan sudah habis tidak diisi,negative
4011,mengecewakan saya pilih hotel dengan atap di hari ulang tahun saya tapi kolam renangnya tidak boleh di pakai ketika malam dengan alasan treatment jadi disappointed alat mandi cuma set cuma dan pas check out nunggu lama dan di resepsionis tidak ada yang jaga padahal jam siang dan banyak rulesnya,negative
4012,tiba tiba ada suara air di kamar mandi kamar sempit dan parkiran juga sempit,negative
4013,kotor handuk dan perlengkapan dikamar tidak bersih,negative
4014,makanan kurang variasi parkir mobil sempit check out lama,negative
4015,kurangnya tempat parkir mobil internetnya lambat,negative
4016,pelayanan yang lambat dan tidak sesuai dengan pesanan,negative
4017,pintu tidak rapat kamar mandi jorok,negative
4018,kolam renang seperti kolam ikan tidak sesuai sama ekspektasi peredam dikamar tidak ada semua suara dari luar jelas terdengar sangat mengganggu,negative
4019,kamar terlalu kecil sehingga kurang nyaman,negative
4020,jauh dari nyaman berbeda sekali dengan iklannya,negative
4021,hotel ini tidak dapat memberikan informasi yang jelas mengenai aturan di hotel tidak ada extrabed dan lahan parkirnya tidak ada sehingga kalau mau parkir harus jauh banget jalan nya serta harganya yang tidak sesuai dengan fasilitasnya,negative
4022,kamar tidak sesuai dengan gambar yang di upload swimingpool sangat kecil banyak pengunjung yang bilang kalau swimingpoolnya lebih mirip kolam ikan karena sangking kecilnya ada peristiwa mati listrik beberapa saat dan tidak tersedia hot dan cool water hanya cool saja untuk kamar mandi dan wastafel,negative
4023,tidak tersedianya lahan parkir yang cukup dan foto tampilan di website tidak menampakkan lobi dan area parkir sehinga pada waktu datang untuk check in ternyata parkir ke lobinya sempat menyesal sedikit tapi sudah terlanjur booking jadinya ya sudah jalanin saja,negative
4024,sempit tidak nyaman kurang ramah,negative
4025,ac nya tidak dingin sama sekali sudah komplain dipindah kamar tetap saja ac nya tidak dingin,negative
4026,sempit dan kolam renang tidak bisa digunakan untuk berenang karena kecil,negative
4027,kamar terlalu sempit parkir terlalu sempit,negative
4028,menginap di kamar yang smoking area mungkin bagi yang memilih type ini harus berhati hati karena katanya percik debu rokok mengenai meja dan saya kena charge rb padahal tahu saya tidak ada yang membuat meja kebakar dan tidak ada peringatan dari resepsionist sebelumnya jadi beware untuk smooking,negative
4029,hotelnya biasa saja kamar mandi sempit tempat parkir susah,negative
4030,kurang nyaman tempatnya pelayanannya kurang receptionist ada yang jutek banget tidak dapat anduk tapi dibilang sama mereka daapat anduk dikira saya ambil apa dan lebih untung saya bawa anduk,negative
4031,saat lampu mati penanganannya lama sampai kepanasan di dalam kamar karena saat lampu sudah bisa menyala semua diroom yang saya tempati masih mati dan penanganannya lama,negative
4032,belum waktu cek out listriknya dimati kan,negative
4033,sebenarnya sudah pernah menginap disini saya kembali kesini karena ada kolam renang buat anak ternyata zonk,negative
4034,pintu kamar mandi tidak ada slot kunci kolam renang kotor dan kecil seperti kolam ikan,negative
4035,sangat tidak nyaman parkirnya kecil kamar sempit kolam renang kecil sekali dan terutama pelayanan tidak memuaskan karena tidak disampaikan hal yang tidak dibolehkan saat menginap,negative
4036,mengecewakan sekali sudah req pemandangan yang bagus tapi dikasihnya pemandangan bangunan roboh dan dikamar fasilitas hanya ada semuanya padahal yang menginap orang makanan juga sedikit banget variasinya sangat kurang sekali,negative
4037,saya kecewa dengan pelayanan hotel edelweis yang sudah membocorkan identitas customer ke pihak yang tidak berkepentingan,negative
4038,handuk nya sudah sangat kotor sprei nya ada noda darah kamar mandi kotor sekali,negative
4039,kamar kecil makan pagi biasa kolam renang kecil parkir mobil di luar area hotel,negative
4040,kolam renang tidak sesuai gambar parkir hotel kecil,negative
4041,kamar sempit dan parkiran juga sempit,negative
4042,tidak sesuai budenganet dan kepuasan,negative
4043,wcnya bau dan parkir susah banget,negative
4044,kamar kecil air tiba tiba kotor warna coklat kaya tanah sempit kolam renang ternyata kaya kolam ikan liftnya juga susah harus tempelkan kartu baru bisa naik,negative
4045,kamar sempit tempat tidur kecil untuk ukuran double bed sarapan kurang variasi menu,negative
4046,kebersihannya dan kenyamanannya lumayan pelayanannya cukup memuaskan makanannya kurang memuaskan,negative
4047,kecewa dengan rasa menu masakannya yang dominan asin saya pesan nasi goreng pertama datang rasanya asin terus saya telfon dan di ganti rasanya tetap asin,negative
4048,terlalu banyak cas kurang menyenangkan,negative
4049,kolam renangnya terlalu mini kaya kolam ikan berlumut juga kurang bersih,negative
4050,tidak banget front office cowoknya bahasanya cenderung menyalahkan konsumen sarapan biasa saja kamar mandinya bau,negative
4051,reception yang wanita sedikit jutek waktu saya minta kamar yang tidak dekat dengan lift toiletnya sedikit trouble untuk pembuangan airnya arah kiblat baiknya di letakkan di posisi yang mudah terlihat,negative
4052,pertama saya pesan kamar tipe superior yang bed dan no smoking dan ketika sampai sana kami dikasih kamar yang bed dan kamar yang smoking area berbeda dengan tipe yang kami pilih dengan alasan kamar penuh,negative
4053,kamar mandinya sudah banyak yang berkarat baunya juga tidak enak kolam renang nya airnya kotor,negative
4054,ternyata kamarnya sempit dan spreinya kotor,negative
4055,menu makanan perlu ditingkatkan lagi,negative
4056,pelayanan resepsionis kurang tanggap tidak ada sambutan pada tamu yang baru datang tidak ada room boy yang mengantar tamu menuju ke kamar pada saat kami bertemu dengan customer untuk ngobrol di bar sempat tidak ada satupun waiters yang melayani kami,negative
4057,parkiran mobil yang hampir bisa dibilang tidak memadai dan kamar yang cukup tidak membuat tenang waktu tidur,negative
4058,sebetulnya untuk hotel itu harganya tinggi tidak apa lah sekali akan tetapi menu masakan untuk sarapan pagi kurang enak dan pelayanannya lamban,negative
4059,receptionist tidak bersahabat sama sekali chanel tv gbisa dan wifi trouble terus,negative
4060,kolam renangnya kecil tidak memuaskan,negative
4061,kamarnya kecil ukuran bed hanya cuma terlalu sesak bila ada baby pool nya kotor sekali sudah tanya dari waktu check in katanya baru dibersihkan besok pagi bisa dipakai ternyata tetap kotor dan ketika saya tanya bagian room pelayanan jawaban nya itu urusan bagian maintenance terlihat sekali kolam nya tidak terawat untuk harga segitu saya tidak recommended dengan performanya,negative
4062,pelayanan fo jelek dan kasar makanan tidak enak,negative
4063,ac kurang dingin qc room kurang sehingga ada yang kurang tidak terkontrol restaurant kurang makanannya tidak menarik,negative
4064,kamar sempit kolam renang tidak bisa dipake renang,negative
4065,kolam renang jelek air panas sering mati nasi keras saluran tv sering gangguan,negative
4066,sarapan kurang dan terutama nasi gorengnya lengket juice ternyata dari minuman sachet perasa saja hanya kebersihan kamar yang bagus dan untuk keamanan hotel saya sempat kehilangan helm dan saya yang dipersalahkan cukup aneh tamu yang kehilangan tapi di salahkan ketika melihat cctv helm saya di bawa orang lain tapi saat pengembalian helm di bilang helm saya terjatuh di bawah bangku helm yang di bawa orang di kamera itu pulang dengan sendirinya ke bawah bangku,negative
4067,pelayanan reseption kurang memuaskan lambat dan berbelit belit,negative
4068,kamarnya kecil banget terus tidak ada ekstra bed tidak cocok untuk saya punya anak umur tahun dan tahun,negative
4069,kamar sempit banget parkir susah kolam renang amat sangat kecil banget dan tidak beraturan tidak sesuai yang digambar disekitar tidak ada penjual makanan,negative
4070,agak mengecewakan karena ruang kamarnya kecil dan parkir mobil pun agak susah,negative
4071,ac kurang dingin dan berisik,negative
4072,wifi tidak sesuai harapan sering down dan beberapa kali menginap di hotel ini masalah selalu di wifi,negative
4073,ac kamar tidak dingin sama sekali jadi tidak bisa tidur nyaman,negative
4074,pesanan kamar tidak tepat saya pesan yang superior malah dapat kamar yang double bed dan dapat area yang no smooking kolam renang juga kecil pintu hotel kalau menutup keras banget suaranya jadi kliatan berisik kondisi kamar sih oke saja bersih tapi kecil pelayanan parkiran juga oke mohon di perhatikan dalam penyediaan kamar yang telah di pesan,negative
4075,parkir susah dan pelayanannya juga kurang memuaskan,negative
4076,suara dari luar terdengar sehingga aspek kenyamanan menjadi kurang tempat berenang sangat kecil sekali dan ruangan atas jam pintunya sudah terkunci sehingga tidak bisa menikmati panorama dari atas saat malam hari,negative
4077,mobil saya lecet dan pihak hotel tidak bertanggung jawab,negative
4078,kamar sempit lokasi lumayan makanan tidak enak tidak rekom,negative
4079,kamar yang terlalu kecil membuat suasana menjadi sangat tidak nyaman kondisi kamar dilihat dari foto dibandingkan dengan sebenarnya sangat menipu,negative
4080,air kolam renangnya membuat gatel entah kurang bersih atau terlalu banyak obat,negative
4081,hotelnya kecil tempat parkirnya juga sempit kolam renangnya buat baby,negative
4082,kamar terlalu kecil kolam renang kecil tapi sarapan memuaskan dan banyak variasi,negative
4083,saya ada kesulitan sedikit ketika hendak check in booking traveloka saya belum masuk di database hotel tersebut padahal saya pesan dan bayar sebelum pukul sore dan ibu saya akan menginap skitar pukul malam namun karena komunikasi antara traveloka dan hotel kurang baik pesanan kamar masuk sedikit terlambat ibu saya harus menunggu agak lama di lobby selama proses berlangsung,negative
4084,lampu lampu yang terpasang dikamar kurang terang jadi terkesan kamarnya gelap,negative
4085,kamarnya agak sempit namun dekorasi ruangannya bagus toiletnya baik dan memadai kolam renangnya kecil,negative
4086,kamar agak kecil dan wastafel ada di luar kamar mandi,negative
4087,fasilitasnya masih dalam perbaikan showernya butuh proses yang air panas atau hangat,negative
4088,sarapan hari nasi gorengnya lembek hari pertama tidak begitu basi hanya lembek saja tapi hari kedua nasi benar basi dan masih disajikan,negative
4089,saya menginap di lantai air kecil cenderung tidak keluar apalagi kalau mau menggunakan air panasnya menginap bertiga dengan istri dan anak usia tahun pada saat sarapan anak saya kena charge sarapan akhirnya saya ngalah tidak ikut sarapan,negative
4090,saya biasa menginap di the edelweiss karena kamarnya cukup bersih dan murah tempatnya juga strategis di tengah kota dn banyak sekali kuliner yang tidak terlalu jauh dari hotel tapi kemarin saya menginap di hotel edelweiss dan dapat kamar dilantai saya merasa kurang puas karena kamarnya tidak terlalu bersih kemudian saat mandi ada banyak serangga sangat kecil di bawah shower ini sangat disayangkan padahal hotelnya sangat bagus dan strategis harga juga tidak mahal tapi mohon untuk kebersihan kamar dan pelayanan front office agar ditingkatkan kembali,negative
4091,kamarnya sempit dan makanannya kurang enak,negative
4092,keran wastafel sudah kurang layak air tidak lancar makanan kurang variatif valet terlalu jauh membutuhkan waktu lama untuk menunggu mobil tiba,negative
4093,kekurangannya hotel kecil kolam kecil tidak ada gantungan baju di toilet siaran televisi buruk,negative
4094,hotel berisik malam malam masih menerima check in sehingga suara di koridor terdekat masuk ke kamar dan bunyi saluran air dari atas terdengar,negative
4095,kamarnya sempit pelayanan kurang ramah,negative
4096,awalnya senang melihat bangunannya yang bagus loby rapi tapi sedikit kecewa ketika mau parkir ternyata jauh bukan di hotel tapi di gedung lain tambah lagi pihak hotel minta uang jaminan padahal biasanya tidak pernah ada di hotel lain setelah masuk kamar saya cek fasilitas perlengkapan mandi minum dan lain lain lengkap tapi sikat gigi dan sandal hanya satu set ac ruangan menggunakan ac central tapi tidak bisa swing dan kurang dingin,negative
4097,sumpek kamar terlalu kecil pintu kamar tidak tertutup rapat masih ada sela disamping dibawah,negative
4098,hotelnya kecil pencahayaan di kamar mandi kurang,negative
4099,kamar dan kolam renangnya sempit,negative
4100,kamarnya terlalu sempit banget sampai susah gerak,negative
4101,parkirnya susah karena tempat parkirnya kecil,negative
4102,kondisi kamar standart tidak sesuai dengan harapan dengan harga dan promosi bintang,negative
4103,pertama kali menginap disini masuk kamar kaget ternyata agak sempit dari hotel lain dengan harga yang setara hari ketiga air mandi tidak lancar dan malam menginap di situ kendaraan saya di parkir di luar hotel tidak lagi lah,negative
4104,listrik mati puluhan kali sungguh tidak nyaman,negative
4105,pesan kamar dapat kamar dengan ukuran tv berbeda ada yang dan inchi kamar ada sprei yang kurang bersih swimpool atap kotor dan kurang terawat lokasi parkir sempit sekali,negative
4106,pelayanan recepsionist kurang ramah menginap sendiri tapi dikasih kamar twin share,negative
4107,tempat restorannya kurang nyaman tidak bersih makanannya kurang bervariasi seprai tidak diganti bekas tamu lain karena di seprai ada tinta kotoran,negative
4108,pelayanan makanan yang sangat lama kolam renang yang tidak nyaman dan sangat kecil,negative
4109,banyak kekurangan nya yang pertama kebersihan tempat tidur baik alas tidur kotor banyak bercak kecoklatan tidak tahu itu apa terus selimut kusam ac sudah maksimal namun masih terasa panas saluran tv lokal kurang memadai tapi overall lumayan lah tidak terlalu buruk,negative
4110,kamar yang kami pesan tidak sesuai dalam bayangan kami setelah masuk kamar sempit kamar mandi kurang nyaman kebersihan kurang banyak debu,negative
4111,airnya mati terutama yang panas,negative
4112,hotel ini menyediakan minuman beralkohol saya yang muslim kurang nyaman pelayan pelayan kurang terasa kurang tulus melayani sepertinya tamu tamu banyak anak anak muda dan pasangannya,negative
4113,kamarnya kecil tidak sesuai dengan perkiraan air dari keran dan dari shower keluarnya kecil parkir mobil terbatas,negative
4114,parkiran sangat terbatas ada fasilitas vallet tapi khawatir akan keamanan mobil,negative
4115,kamar mandinya kotor kilam renangnya juga kotor,negative
4116,saya fokus pada kenyamanan kamar mandi sangat mengecewakan untuk slang gun atau pembilas airnya sangat kecil entah mampet atau memang rusak jadi untuk membilas sangat sangat tidak nyaman pintu kamar tidak tertutup rapat sehingga saya bisa melihat keluar kamar dari sela sela pintu,negative
4117,di lorong dan lift panas swimming pool airnya kotor parkir mobil susah,negative
4118,kolam renangnya mengecewakan cleaning pelayanan tidak sopan,negative
4119,swimming pool tidak bisa digunakan kamar terlalu kecil panas restoran juga panas kurang nyaman,negative
4120,kamar cukup bagus dan bersih hanya pelayanan staf yang kurang memuaskan tidak ramah rasa makanan kurang enak,negative
4121,kolam renangnya sangat buruk kebersihannya bagian kamar mandi ada lumutnya,negative
4122,kurang nyaman pas cek in jam masa kamar belum siap harus nunggu sampai setengah padahal tamu check out jam ruangan terlalu smpit dan kolam renang terlalu kecil,negative
4123,tempat parkir kendaraan terbatas air mineral yang ada di kamar yang disajikan di atas meja sebagian dikenakan biaya tambahan dijual harusnya kalau yang dijual diletakkan dalam lemari es dipisah penempatannya dari air mineral yang disajikan secara gratis,negative
4124,kamarnya kecil dan kurang bersih terlalu berisik karena suara dari kamar sebelah sangat kedengaran makanan enak tapi kurang variatif namun pelayanan baik stafnya ramah dan sangat membantu,negative
4125,proses check in dan check outnya lama sekali dan terlalu berisik di luar kamarnya kamar mandinya kurang bersih,negative
4126,hotel yang serba minimalis kamar dan isinya sangat minimalis mulai ruang kamar yang sempit tempat tidur juga kecil makan mengecewakan resepsionis yang tidak ramah kolam renang juga kecil,negative
4127,security nya kurang begitu ramah kamarnya kecil dan sikat giginya cuma ada padahal pesan untuk orang,negative
4128,kamar sempit kolam renang sempit dan ruang parkir terbatas,negative
4129,kamarnya sempit kolam renang kecil banget jadi males renang cek in lama untuk sarapannya lumayan lah lift pakai kartu jadi ribet,negative
4130,sorry to say this mungkin hotel ini termasuk lumayan untuk budenganet hotel tapi untuk saya tidak sesuai repemandangan nya yang pernah saya baca karena pengalaman saya menginap di hotel ini dimulai dari ac kamar yang tidak dingin setelah dibersihkan petugas baru terasa dingin kaca pada kamar mandi berkerak kuning terkesan kotor kamar sangat sempit tidak kedap suara bahkan suara air dari yang mandi di kamar sebelah bisa terdengar orang lewat tertawa juga terdengar kolam renang kecil sekali tidak bisa digunakan saat saya menginap parkiran outdoor m dari hotel harus vallet sarapan kurang enak dan tamu bebas merokok saat sarapan untung petugas cukup ramah dan cepat dalam pelayanan nya,negative
4131,pelayanannya sangat kurang pelayanan tidak ramah sama sekali apalagi satpam di depan sangat tidak ramah menyesal kesana,negative
4132,tempat parkir jauh dari hotel permintaan morning call tidak dilaksanakan kamar terlalu sempit termasuk kamar mandinya,negative
4133,pelayanan kurang sprei kotor karena makanan anak kena charge dari hotel mungkin sprei nya harus dikasih plastik biar tidak kotor,negative
4134,parkir sempit sprei dan bantal bau warna kusam toilet bau untuk makanan bervariasi tapi rasa dominan asin kolam renang mengecewakan kotor dan sempit lebih baik diisi ikan hias lebih enak dilihat,negative
4135,pelayanan yang kurang ramah menu sarapan sudah banyak yang habis dan refil terlalu lama padahal masih pagi kamar yang terlalu sempit,negative
4136,kamarnya sempit tidak ada lemari pakaian kamar mandi tidak ada kunci jadi agak risih kalau mau mandi pakai deposit segala parkiran sempit tv bersemut alias tidak dapat chanel,negative
4137,kamar mandi tidak bersih ukuran kamar terlalu kecil dengan budenganet segitu,negative
4138,kamarnya sempit tidak seimbang dengan tempat tidurnya,negative
4139,shampo kosong minta tapi tidak di isi bantal kempes air beberapa kali keruh ac tidak dingin,negative
4140,mati lampu kolam berenangnya kecil banget,negative
4141,hotelnya sempit sekali check in juga lama banget tidak ada tempat parkir mobil,negative
4142,chanel tv menyusahkan untuk mencari handuk tampak sudah sangat lama sprei juga kotor,negative
4143,untuk hotel bintang sudah lumayan lah tapi kamar yang saya booking melalui app traveloka dengan voucher double bed tidak tersedia di hotel alias sudah habis tinggal kamar yang twin bed mau bagaimana lagi sarapan paginya kurang sedap sedikit waktu saya sarapan sekitar jam mie spageti jawa sudah habis padahal jdwal sarapan sampai jam wastafelnya harusnya dikamar mandi untuk lebih bagusnya tapi kok malah diluar kamar mandi alias deket bed parkirnya juga kurang luas,negative
4144,kamarnya kecil dan sempit sekali tidak rekomendasi kolam renang bagaikan bathup mandi,negative
4145,kamar cukup sempit jarak antara pintu dengan tempat tidur hanya sekitar meter washtafel berada di luar dan tidak ada pembatas dengan tempat tidur menu sahur tidak lengkap padahal saya memesan kamar dengan sarapan kolam renang kurang terawat kamar tidak kedap suara,negative
4146,chanel televisi tidak ada yang bisa,negative
4147,tidak ada areal parkir untuk mobil,negative
4148,sedikit risih dengan bau yang tidak enak pada bantal sprei untuk ukuran kamar juga terlalu kecil jadi kurang begitu nyaman,negative
4149,kebersihan kamar kurang bersih di sapu dan laundariy mahal dan tidak bersih masih banyak noda di baju,negative
4150,resepsionis mengecewakan karena kalau mau ganti handuk sprei kena charge selanjtunya masa hotel bintang ada pemadaman air dengan alasan pemeliharaan selama jam mereka padamkan airnya kejadian tanggal april untung saya sudah mau check out kolam renang kolam terlalu kecil jadi kalau mau renang rebutan tempat tidak disediakan handuk tidak ada petugas yang jaga,negative
4151,tempat penerimaan barang dari supplier menjadi satu dengan parkir basement dan yang membuat kami kaget tidak ada standard kesehatan karena barang daging sapi saat kami lihat yang akan dikirim diletakan dilantai beton tempat parkir kendaraan kurang memadai dibandingkan jumlah kamar yang ada juice kopi yang dihidangkan saat sarapan terlalu banyak air sehingga lebih tepat kami minum air berwarna daripada juice atau kopi saat check out kami tidak diberikan copt guest folio dan kami merasa seperti ditipu walaupun jumlah extra charges dalam jumlah sedikit,negative
4152,tidak ada yang istimewa dengan hotel ini koper kita bawa sendiri tidak ada tanggapan dari pelayan nya sarapan biasa saja malah cenderung tidak enak yang bagus hanyalah security merangkap parking area yang begitu sigap carikan parkiran untuk mobil kita,negative
4153,kamar terlalu kecil responses komplin lambat,negative
4154,semua serba minimaliss dari parkir room resto sampai swimingpool terkesan ngasal receptionis cowok kurang responsive agak ramah tapi seperti panik menghadapi banyak tamu finally setelah check out saya ambil mobil sendiri digonceng motor sama satpam ke parkiran rri,negative
4155,mengecewakan terutama pada ac kamar mandi dan jendela kamar yang rusak,negative
4156,parkir susah dan resepsionis tidak ramah,negative
4157,saya memilih hotel ini karena dekat dengan rs elisabeth dan bintang namun lahan parkir cukup sempit lajur keluar masuk hanya bisa dilalui mobil ini yang agak merepotkan kamar juga sempit tidak bisa tambah extra bed namun jika diisi orang free charge swimming pool di lantai tak seluas yang dibayangkan pengunjung umumnya bergantian saat ada pengunjung lain datang good food yang digadang gadangkan menurut saya hanya standar taste resepsionis kurang ramah saat kedatangan tamu dan saat melayani kartu trouble,negative
4158,ekspresi wajah receptionist wanita kurang ramah kamar sangat sempit,negative
4159,belum menginap saja harus simpan saldo ribu kolam renangnya tidak banget dah kecewa,negative
4160,kamar kecil dan berisik,negative
4161,jadi sarana minuman selamat datang disediakan namun minumannya tidak tersedia rack harus selalu dibersihkan dan cangkir di kamar serta di resto nya,negative
4162,kamarnya tidak luas minimalis tidak terlalu ramai sederhana ac dingin cuma kamar mandi bau sepertinya sumbernya dari pembuangan airnya mungkin bisa dicek ada satu yang kurang ramah pas kita datang buat check in orangnya yang agak tinggi besar dan agak hitam lebih murah senyum ya selebihnya okelah cukup kolam renang terlalu bau kaporit kemarin cuma diksh di lantai padahal minta pemandangan yang bagus,negative
4163,kalau malam sekitar hotel sepi kartu id hotel suka lemot koneknya ke lift wifinya tidak ada kuota dan suka putus putus sarapan tidak banyak variasinya kamar sempit tata ruang kurang pas,negative
4164,kamarnya sempit banget handuknya sudah perlu diganti pas tidur digigit nyamuk tidak peduli nyamuk dari mana kalau pakai mobil susah harus di parkir di luar tapi yang menguruskan staf hotelnya kok kalau mau pergi nanti diambilkan soalnya parkirnya di hotel sempit banget jadi kalau mau pergi harus nunggu mobil deh,negative
4165,wifi tidak support tempat parkir mobil di gedung hotel terbatas jadi harus parkir di gedung rri berjarak kurang lebih m,negative
4166,lahan parkir kurang jadi harus valet di rri kamar non smoking tapi ada bau asap rokok dari saluran udara dekat rak branakas sepertinya ada kamar lain yang merokok dan asapnya nyebar ke saluran udara,negative
4167,ac tidak berfungsi dengan baik,negative
4168,karyawan yang dibagian receptionist kurang ramah receptionistnya kalah ramah sama securitynya dan ada satu orang di meja receptionist yang waktu saya check in menunjukkan wajah yang amat sangat tidak bersahabat kebetulan dia tidak memakai seragam seperti karyawan lain dan tidak menggunakan name tag dia pakai kemeja mungkin dari bagian marketing atau bagian lain saya kurang tahu itu orang amat sangat tidak ramah kepada pengunjung itu membuat saya malas untuk kembali menginap di edelweiss lagi toh ini dijogja banyak hotel hotel lain yang karyawannya bisa lebih ramah,negative
4169,untuk pelayanan cs kurah ramah sudah itu saja,negative
4170,banyak semut kurang bersih banyak sudut ruangan yang tidak bersih,negative
4171,sudah pesan di lantai paling atas hadap utara tapi di kasih lantai hadap selatan dan itu tidak ada konfirmasi sama sekali,negative
4172,parkiran sempit kamarnya lumayan kolam renang kotor dan sempit,negative
4173,parkiran terlalu kecil untuk dariop tamu sangat sulit,negative
4174,makanannya sama sekali tidak enak menu pecel taugenya sudah mau busuk warnanya hitam hitam perlu diperhatikan,negative
4175,kamar superior nya sempit saya pesan mie goreng reques tidak pedas ternyata pedas,negative
